,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,y
0,11.060959792477302,8.258182650492104,8.858777752346075,-11.961852445258259,2.7527275501640345,72.1214618142977,59.108567940795,57.10658426794843,19.068894483863584,117.76668955519952,97.74685282673381,65.61501487754636,88.53772793163958,20.970778973067826,179.32768749523157,72.32166018158236,-8.658579385061419,-7.357289997711147,2
1,-4.554512855725948,-10.360265506981003,-3.4534218356603343,15.565423056382087,2.252231631952392,-69.01838712138553,-54.9044022278172,-56.3057907988098,-12.56244754711223,-117.76668955519952,-95.74486915388724,-66.41580834668498,-73.92324711985962,-15.865720607309072,-177.72610055695432,-63.412832837415124,-1.7517357137407492,0.750743877317464,2
2,6.656595712214847,12.762645914396888,11.761654077973603,-9.459372854200046,5.9559014267185475,75.12443732356756,62.01144426642252,58.10757610437171,15.36522468909743,120.06897077897307,100.04913405050736,72.92225528343633,82.23147936217289,24.674448767833983,179.62798504615856,71.12046997787442,-8.758678568703747,-7.457389181353475,2
3,-2.1521324483100632,-11.861753261615931,-5.655603875791562,12.362249179827574,-0.4504463263904784,-72.92225528343633,-58.90836957351034,-59.909361409933624,-10.160067139696347,-124.27313649195088,-98.64774547951477,-71.62096589608606,-71.4207675288014,-18.568398565651943,-182.53086137178607,-59.70916304264897,-1.7517357137407492,0.750743877317464,2
4,3.4534218356603343,14.66453040360113,13.96383611810483,-7.357289997711147,8.758678568703747,77.3266193636988,66.115510795758,62.41184100099184,12.762645914396888,123.07194628824293,101.15022507057299,73.92324711985962,83.3325703822385,28.07782101167315,181.12947280079348,67.41680018310826,-8.45838101777676,-7.357289997711147,2
5,2.3523308155947205,-18.868696116578928,-11.561455710688945,8.758678568703747,-6.7566948958571755,-74.5238422217136,-64.4138246738384,-62.71213855191883,-5.1551079575799195,-123.6725413900969,-100.24933241779202,-75.22453650720989,-65.61501487754636,-24.374151216907,-184.93324177920195,-55.10460059510186,-1.8518348973830778,0.8508430609597926,2
6,0.750743877317464,19.068894483863584,17.667505912870986,-3.6536202029449916,12.162050812542917,79.62890058747234,67.5168993667506,66.31570916304265,9.759670405127032,127.57640955214771,104.25329976348516,82.43167772945755,78.22751201647975,31.280994888227667,183.63195239185168,65.21461814297705,-8.658579385061419,-7.257190814068818,2
7,5.555504692149234,-22.07186999313344,-13.96383611810483,5.655603875791562,-8.658579385061419,-75.82513160906386,-69.11848630502786,-64.21362630655375,-2.3523308155947205,-132.3811703669795,-102.75181200885024,-74.72404058899825,-62.211642633707186,-26.476234073395897,-188.5368123903258,-52.101625085832,-1.8518348973830778,0.9509422446021211,2
8,-1.8518348973830778,22.472266727702756,20.169985503929198,-1.2512397955291066,15.265125505455101,82.13138017853056,73.52285038529031,69.81918059052416,6.856794079499505,145.4941634241245,105.55458915083544,83.83306630045014,74.42374303807127,33.58327611200122,188.33661402304114,60.91035324635691,-8.758678568703747,-7.257190814068818,2
9,7.657587548638133,-23.773556115053026,-16.366216525520716,3.3533226520180057,-10.960860608834974,-79.62890058747234,-70.61997405966278,-68.01739528496223,-0.4504463263904784,-129.6784924086366,-106.05508506904708,-80.72999160753795,-60.40985732814527,-28.97871366445411,-188.83710994125278,-50.600137331197075,-2.052033264667735,0.750743877317464,2
