Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,y
0,-30.280003051804385,7.457389181353475,23.57335774776837,41.19081406881819,23.373159380483717,-51.20073243305104,-35.88555733577478,-35.68535896849012,-41.89150835431449,-90.13931486991684,-75.6249332417792,-49.9995422293431,-107.25627527275502,-43.092698558022434,-129.47829404135194,-96.54566262302586,-1.6516365300984208,0.9509422446021212,"[1, 2]"
1,33.28297856107424,-4.45441367208362,-15.9658197909514,-35.78545815213245,-15.9658197909514,55.10460059510186,41.79140917067216,40.1898222323949,45.89547570000763,89.6388189517052,80.5297932402533,54.2037079423209,124.17303730830854,51.20073243305104,129.47829404135194,115.86480506599528,-9.559472037842374,-7.15709163042649,"[1, 2]"
2,-25.074845502403296,5.15510795757992,18.66849774929427,36.08575570305944,18.46829938200961,-57.7071793698024,-42.2919050888838,-42.19180590524147,-36.58625162127108,-97.44655527580684,-82.53177691309988,-54.2037079423209,-101.65072098878464,-50.09964141298543,-128.577401388571,-91.54070344090944,-1.7517357137407492,0.750743877317464,"[1, 2]"
3,28.87861448081178,2.7527275501640345,-11.861753261615933,-30.48020141908904,-11.761654077973605,62.11154345006486,51.20073243305104,49.09864957656215,41.491111619745176,97.84695201037614,86.83604180972,59.809262226291295,118.0669871061265,58.60807202258336,132.0808728160525,110.3593499656672,-9.15907530327306,-7.056992446784162,"[1, 2]"
4,-20.970778973067823,-0.8508430609597926,15.064927138170445,31.88158999008164,13.36324101625086,-62.31174181734952,-47.096665903715575,-44.69428549629969,-32.98268101014725,-96.3454642557412,-84.33356221866178,-59.809262226291295,-95.64476997024492,-54.80430304417487,-135.88464179446098,-89.03822384985124,-1.9519340810254064,0.6506446936751354,"[1, 2]"
5,23.873655298695358,5.855802243076219,-6.45639734493019,-25.975738155184253,-6.256198977645533,66.8162050812543,50.50003814755475,47.49706263828489,36.68635080491341,100.74982833600367,90.7399099717708,61.911345082780194,111.56054016937514,59.40886549172198,136.88563363088426,102.05111772335394,-8.958876935988403,-7.15709163042649,"[1, 2]"
6,-14.464332036316472,-5.855802243076219,7.957885099565118,26.676432440680557,7.257190814068818,-67.31670099946594,-52.201724269474326,-51.30083161669337,-25.975738155184253,-104.55359731441216,-91.64080262455175,-64.51392385748073,-91.24040588998244,-60.00946059357595,-139.28801403830016,-82.83207446402686,-2.052033264667735,0.5505455100328069,"[1, 2]"
7,16.76661326009003,10.56046387426566,-1.4514381628137638,-20.77058060578317,-1.0510414282444496,72.52185854886702,56.90638590066377,55.00450141145953,32.08178835736629,107.15617608911268,95.2443732356756,64.91432059205005,106.75577935454338,64.61402304112306,142.89158464942398,100.04913405050736,-9.15907530327306,-6.856794079499505,"[1, 2]"
8,-9.959868772411689,-11.461356527046616,3.0530251010910203,19.66948958571756,2.1521324483100632,-70.21957732509347,-53.803311207751584,-55.50499732967117,-20.970778973067823,-106.1551842526894,-94.34348058289464,-67.61699855039292,-87.23643854428931,-62.11154345006486,-142.89158464942398,-75.22453650720989,-2.252231631952392,0.5505455100328069,"[1, 2]"
9,11.561455710688945,16.06591897459373,4.254215304798962,-15.565423056382087,4.854810406652934,75.02433813992523,60.5099565117876,60.710154879072256,26.676432440680557,112.36133363851378,97.94705119401848,73.32265201800566,99.74883649958038,68.6179903868162,150.09872587167163,95.54467078660258,-9.25917448691539,-6.756694895857176,"[1, 2]"
10,-5.955901426718548,-15.865720607309072,-1.9519340810254064,15.9658197909514,-0.9509422446021212,-74.9242389562829,-62.01144426642252,-62.71213855191883,-17.267109178301673,-111.66063935301749,-98.14724956130313,-76.52582589456016,-81.13038834210728,-67.11650263218128,-147.99664301518274,-71.52086671244373,-2.3523308155947205,0.6506446936751354,"[1, 2]"
11,6.556496528572519,20.06988632028687,9.559472037842374,-9.85976958876936,8.958876935988403,80.72999160753795,69.51888303959717,67.41680018310826,21.5713740749218,115.6646066987106,102.9520103761349,73.62294956893264,100.24933241779202,75.42473487449455,150.79942015716793,94.84397650110628,-8.958876935988403,-6.856794079499505,"[1, 2]"
12,-0.1501487754634928,-19.269092851148244,-7.357289997711147,10.460364690623331,-7.5574883649958045,-79.829098954757,-68.21759365224689,-66.61600671396964,-11.561455710688945,-119.66857404440375,-104.7537956816968,-79.72899977111467,-74.5238422217136,-72.72205691615167,-153.40199893186846,-65.21461814297705,-2.3523308155947205,0.6506446936751354,"[1, 2]"
13,0.3503471427481499,28.177920195315483,13.763637750820171,-4.954909590295262,13.96383611810483,87.03624017700466,71.72106507972839,65.91531242847334,15.2651255054551,117.26619363698788,109.85885404745557,82.6318760967422,92.34149691004806,78.12741283283742,154.1026932173648,86.83604180972,-8.758678568703747,-6.756694895857176,"[1, 2]"
