,Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x2.1,x13,x14,x15,x16,x17,y,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,y
0,0.0,-156.204776,132.281071,159.908446,179.627985,163.812314,71.721065,97.146258,97.546654,-175.824216,45.294881,52.902419,73.823148,-204.852979,142.991684,-2.052033,-204.852979,0.850843,2.852827,0.0,0,-30.280003051804385,7.457389181353475,23.57335774776837,41.19081406881819,23.37315938048372,-51.20073243305104,-35.88555733577478,-35.68535896849012,-41.89150835431449,-90.13931486991684,-75.6249332417792,-49.9995422293431,-107.25627527275502,-43.092698558022434,-129.47829404135194,-96.54566262302586,-1.6516365300984208,0.9509422446021212,0
1,1.0,178.026398,-123.272145,-156.705272,-178.426795,-161.309834,-73.022354,-98.447547,-98.747845,191.039292,-33.983673,-51.200732,-72.521859,205.053178,-137.986725,8.858778,205.053178,-9.159075,-7.157092,0.0,1,33.28297856107424,-4.45441367208362,-15.9658197909514,-35.78545815213245,-15.9658197909514,55.10460059510186,41.79140917067216,40.1898222323949,45.89547570000763,89.6388189517052,80.5297932402533,54.2037079423209,124.17303730830854,51.20073243305104,129.47829404135194,115.86480506599528,-9.559472037842374,-7.15709163042649,0
2,2.0,-163.011521,140.789502,167.616083,185.533837,170.218662,79.729,104.2533,102.651713,-182.430762,57.006485,58.708171,82.932174,-204.852979,150.098726,2.352331,-204.852979,1.051041,2.852827,0.0,2,-25.074845502403296,5.15510795757992,18.66849774929427,36.08575570305944,18.46829938200961,-57.7071793698024,-42.2919050888838,-42.19180590524147,-36.58625162127108,-97.44655527580684,-82.53177691309988,-54.2037079423209,-101.65072098878464,-50.09964141298543,-128.577401388571,-91.54070344090944,-1.7517357137407492,0.750743877317464,0
3,3.0,182.030365,-128.477302,-162.711223,-184.432746,-166.615091,-77.426719,-101.550622,-103.452506,196.24445,-46.496071,-56.806287,-80.830091,205.053178,-141.690394,10.260166,205.053178,-9.058976,-7.056992,0.0,3,28.87861448081178,2.7527275501640345,-11.861753261615933,-30.48020141908904,-11.761654077973605,62.11154345006486,51.20073243305104,49.09864957656215,41.491111619745176,97.84695201037614,86.83604180972,59.809262226291295,118.0669871061265,58.60807202258336,132.0808728160525,110.3593499656672,-9.15907530327306,-7.056992446784162,0
4,4.0,-170.518959,145.093767,172.220645,191.439689,175.423819,84.733959,110.459449,107.156176,-187.836118,57.206683,64.013428,86.836042,-204.852979,153.3019,-0.250248,-204.852979,1.351339,3.153124,0.0,4,-20.970778973067823,-0.8508430609597926,15.064927138170445,31.88158999008164,13.36324101625086,-62.31174181734952,-47.096665903715575,-44.69428549629969,-32.98268101014725,-96.3454642557412,-84.33356221866178,-59.809262226291295,-95.64476997024492,-54.80430304417487,-135.88464179446098,-89.03822384985124,-1.9519340810254064,0.6506446936751354,0
5,5.0,187.035325,-134.383154,-168.416876,-189.838102,-172.821241,-85.234455,-106.055085,-106.955978,201.649805,-53.703212,-62.311742,-85.935149,205.053178,-147.596246,-0.650645,205.053178,-9.259174,-7.157092,0.0,5,23.87365529869536,5.855802243076219,-6.45639734493019,-25.975738155184253,-6.256198977645533,66.8162050812543,50.50003814755475,47.49706263828489,36.68635080491341,100.74982833600367,90.7399099717708,61.911345082780194,111.56054016937514,59.40886549172198,136.88563363088426,102.05111772335394,-8.958876935988403,-7.15709163042649,0
6,6.0,-173.622034,152.300908,179.02739,195.443656,181.730068,93.943084,119.868772,117.566491,-192.340581,65.114519,72.121462,98.447547,-204.852979,160.909438,10.760662,-204.852979,1.451438,3.053025,0.0,6,-14.464332036316472,-5.855802243076219,7.957885099565118,26.67643244068056,7.257190814068818,-67.31670099946594,-52.201724269474326,-51.30083161669337,-25.975738155184253,-104.55359731441216,-91.64080262455175,-64.51392385748073,-91.24040588998244,-60.00946059357595,-139.28801403830016,-82.83207446402686,-2.052033264667735,0.5505455100328069,0
7,7.0,193.041276,-142.090791,-174.222629,-196.044251,-178.626993,-89.338521,-117.166094,-115.964904,205.053178,-59.508965,-67.516899,-89.939117,205.053178,-153.902495,-3.65362,205.053178,-9.159075,-6.956893,0.0,7,16.76661326009003,10.56046387426566,-1.4514381628137638,-20.77058060578317,-1.0510414282444496,72.52185854886702,56.90638590066377,55.00450141145953,32.08178835736629,107.15617608911268,95.2443732356756,64.91432059205005,106.75577935454338,64.61402304112306,142.89158464942398,100.04913405050736,-9.15907530327306,-6.856794079499505,0
8,8.0,-179.327687,153.101701,184.232547,200.148318,186.735027,95.144274,123.172045,122.871748,-196.344549,65.314717,74.82414,99.34844,-204.852979,165.814298,18.468299,-204.852979,1.751736,3.253223,0.0,8,-9.959868772411689,-11.461356527046616,3.0530251010910203,19.66948958571756,2.1521324483100632,-70.21957732509347,-53.803311207751584,-55.50499732967117,-20.970778973067823,-106.1551842526894,-94.34348058289464,-67.61699855039292,-87.23643854428931,-62.11154345006486,-142.89158464942398,-75.22453650720989,-2.252231631952392,0.5505455100328069,0
9,9.0,198.246433,-148.096742,-180.22858,-201.249409,-183.331655,-95.844968,-118.767681,-117.466392,205.053178,-64.413825,-74.323644,-101.150225,205.053178,-158.807355,-6.256199,205.053178,-8.958877,-7.056992,0.0,9,11.561455710688945,16.06591897459373,4.254215304798962,-15.565423056382087,4.854810406652934,75.02433813992523,60.5099565117876,60.710154879072256,26.67643244068056,112.36133363851378,97.94705119401848,73.32265201800566,99.74883649958038,68.6179903868162,150.09872587167163,95.54467078660258,-9.25917448691539,-6.756694895857176,0
10,10.0,-187.836118,157.806363,188.436713,205.053178,192.240482,103.05211,127.176013,123.071946,-202.951095,77.426719,82.631876,105.354391,-204.852979,170.919356,14.264134,-204.852979,1.951934,3.253223,0.0,10,-5.955901426718548,-15.865720607309072,-1.9519340810254064,15.9658197909514,-0.9509422446021212,-74.9242389562829,-62.01144426642252,-62.71213855191883,-17.267109178301673,-111.66063935301749,-98.14724956130313,-76.52582589456016,-81.13038834210728,-67.11650263218128,-147.99664301518274,-71.52086671244373,-2.3523308155947205,0.6506446936751354,0
