,Unnamed: 0.1,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,y
0,0,0,-156.20477607385368,132.28107118333716,159.90844586861982,179.62798504615856,163.81231403067065,71.72106507972839,97.14625772487985,97.54665445944916,-175.82421606775006,45.29488059815366,52.90241855497063,73.8231479362173,-204.8529793240253,142.9916838330663,-2.052033264667735,-204.8529793240253,0.8508430609597926,2.852826733806363,0
1,1,1,178.0263981078813,-123.27214465552758,-156.70527199206532,-178.42679484245062,-161.30983443961242,-73.02235446707867,-98.44754711223013,-98.7478446631571,191.039291981384,-33.983672846570535,-51.20073243305104,-72.52185854886702,205.05317769131,-137.9867246509499,8.858777752346075,205.05317769131,-9.15907530327306,-7.15709163042649,0
2,2,2,-163.01152056153202,140.78950179293508,167.61608300907912,185.53383688105595,170.21866178377968,79.72899977111467,104.25329976348516,102.65171282520792,-182.4307621881437,57.0064850843061,58.708171206225686,82.93217364766919,-204.8529793240253,150.09872587167163,2.3523308155947205,-204.8529793240253,1.0510414282444496,2.852826733806363,0
3,3,3,182.03036545357443,-128.47730220492866,-162.71122301060504,-184.4327458609903,-166.61509117265584,-77.42671854734112,-101.5506218051423,-103.45250629434652,196.2444495307851,-46.496070801861606,-56.80628671702144,-80.8300907911803,205.05317769131,-141.69039444571604,10.260166323338677,205.05317769131,-9.058976119630731,-7.056992446784162,0
4,4,4,-170.51895933470666,145.0937666895552,172.22064545662624,191.4396887159533,175.42381933318077,84.7339589532311,110.45944914930952,107.15617608911268,-187.8361181048295,57.20668345159076,64.01342793926909,86.83604180972,-204.8529793240253,153.30189974822613,-0.2502479591058213,-204.8529793240253,1.3513389791714352,3.153124284733349,0
5,5,5,187.03532463569087,-134.38315403982605,-168.41687647821774,-189.8381017776761,-172.8212405584802,-85.23445487144275,-106.05508506904708,-106.95597772182803,201.64980544747084,-53.703212024109256,-62.31174181734952,-85.93514915693905,205.05317769131,-147.59624628061343,-0.6506446936751354,205.05317769131,-9.25917448691539,-7.15709163042649,0
6,6,6,-173.62203402761884,152.30090791180285,179.0273899443046,195.4436560616465,181.73006790264745,93.94308384832532,119.8687724116884,117.56649118791486,-192.34058136873423,65.11451895933472,72.1214618142977,98.44754711223013,-204.8529793240253,160.9094377050431,10.760662241550316,-204.8529793240253,1.4514381628137638,3.0530251010910203,0
7,7,7,193.04127565423056,-142.09079118028535,-174.2226291294728,-196.04425116350043,-178.62699320973528,-89.33852140077822,-117.16609445334556,-115.9649042496376,205.05317769131,-59.50896467536431,-67.5168993667506,-89.93911650263219,205.05317769131,-153.90249485008013,-3.653620202944992,205.05317769131,-9.15907530327306,-6.956893263141833,0
8,8,8,-179.32768749523157,153.10170138094148,184.23254749370565,200.1483176928359,186.73502708476389,95.14427405203328,123.17204547188526,122.87174792095828,-196.34454871442745,65.31471732661937,74.82413977264058,99.34843976501108,-204.8529793240253,165.8142977035172,18.46829938200961,-204.8529793240253,1.7517357137407492,3.253223468375677,0
9,9,9,198.24643320363165,-148.09674219882507,-180.22858014801253,-201.2494087129016,-183.3316548409247,-95.84496833752956,-118.7676813916228,-117.46639200427254,205.05317769131,-64.4138246738384,-74.32364385442894,-101.150225070573,205.05317769131,-158.8073548485542,-6.256198977645533,205.05317769131,-8.958876935988403,-7.056992446784162,0
